id	label	description	x	y	cluster	weight<Total  link strength>	weight<No. of pub. (2000-2021)>	weight<No. of pub. CBIII>	weight<No. of pub. CBII>	weight<No. of pub. CB>	weight<No. of pub. (2017-2018)>	weight<No. of pub. CBI>	score<Avg. pub. year>	score<Perc. pub. CB>	score<Perc. pub. CBII>	score<Perc. pub. CBIII>	score<Perc. pub. CBI>
3430	3430	"""<table><tr><td>Micro-level field:</td><td>3430</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of thermal analysis and calorimetry; thermochimica acta; analytical biochemistry; chinese journal of chemistry; acta chimica sinica</td></tr><tr><td>Terms:</td><td>microcalorimetry; growth; escherichia coli; tetrahymena; soil</td></tr></table>"""	-0.2055	-0.4852	3	34213	1624	0	0	0	132	0	2010.1829	0	0	0	0
3431	3431	"""<table><tr><td>Micro-level field:</td><td>3431</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>monthly review-an independent socialist magazine; ecological economics; organization & environment; journal of cleaner production; sustainability</td></tr><tr><td>Terms:</td><td>degrowth; marx; cross national analysis; environmental sociology; treadmill</td></tr></table>"""	-0.044	0.7428	1	24214	1624	0	0	0	217	0	2013.08	0	0	0	0
3432	3432	"""<table><tr><td>Micro-level field:</td><td>3432</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>annals of botany; phytotaxa; plos one; plant signaling & behavior; plant biology</td></tr><tr><td>Terms:</td><td>lentibulariaceae; plant; carnivorous plant; new species; utricularia</td></tr></table>"""	-0.2893	-0.2758	4	29507	1623	1	1	3	198	2	2012.9415	0.0152	0.3333	0.3333	0.6667
3433	3433	"""<table><tr><td>Micro-level field:</td><td>3433</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>spectroscopy and spectral analysis; biological trace element research; journal of radioanalytical and nuclear chemistry; asian journal of chemistry; food chemistry</td></tr><tr><td>Terms:</td><td>medicinal plant; infusion; spice; mineral element; herbal drug</td></tr></table>"""	-0.2516	-0.4156	3	21080	1623	0	1	2	131	2	2011.1676	0.0153	0.5	0	1
3434	3434	"""<table><tr><td>Micro-level field:</td><td>3434</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of thermal analysis and calorimetry; journal of loss prevention in the process industries; organic process research & development; thermochimica acta; process safety progress</td></tr><tr><td>Terms:</td><td>cumene hydroperoxide; runaway reaction; methyl ethyl ketone peroxide; hazard; organic peroxide</td></tr></table>"""	0.4346	-0.5533	3	10601	1620	0	0	0	137	0	2010.8704	0	0	0	0
3435	3435	"""<table><tr><td>Micro-level field:</td><td>3435</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>mathematical notes; journal of mathematical analysis and applications; acta mathematica hungarica; analysis mathematica; mathematical inequalities & applications</td></tr><tr><td>Terms:</td><td>trigonometric series; fourier series; maximal operator; fourier transform; distribution</td></tr></table>"""	1.1697	0.151	5	1673	1617	0	0	0	178	0	2011.8145	0	0	0	0
3436	3436	"""<table><tr><td>Micro-level field:</td><td>3436</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of environmental protection and ecology; international multidisciplinary scientific geoconference-sgem; oxidation communications; aip conference proceedings; fresenius environmental bulletin</td></tr><tr><td>Terms:</td><td>turkey; greece; case; serbia; environment</td></tr></table>"""	0.1483	0.2575	4	7552	1617	0	0	0	190	0	2013.5238	0	0	0	0
3437	3437	"""<table><tr><td>Micro-level field:</td><td>3437</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>james joyce quarterly; irish university review; modernism-modernity; mfs-modern fiction studies; journal of beckett studies</td></tr><tr><td>Terms:</td><td>ulyss; joyce; james joyce; virginia woolf; finnegans wake</td></tr></table>"""	-0.2136	0.9329	1	1369	1616	0	0	0	146	0	2010.6021	0	0	0	0
3438	3438	"""<table><tr><td>Micro-level field:</td><td>3438</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bone; journal of bone and mineral research; journal of inherited metabolic disease; molecular genetics and metabolism; archives de pediatrie</td></tr><tr><td>Terms:</td><td>hypophosphatasia; alkaline phosphatase; pyridoxine dependent epilepsy; synthesis; rat</td></tr></table>"""	-0.7699	-0.1749	2	30963	1609	0	1	1	188	0	2011.6203	0.0053	1	0	0
3439	3439	"""<table><tr><td>Micro-level field:</td><td>3439</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of forensic medicine and pathology; journal of forensic sciences; journal of forensic and legal medicine; forensic science international; forensic science medicine and pathology</td></tr><tr><td>Terms:</td><td>taser; negative pressure pulmonary edema; electrical weapon; strangulation; hyoid bone</td></tr></table>"""	-0.8215	0.25	2	8533	1603	0	0	0	145	0	2011.743	0	0	0	0
3440	3440	"""<table><tr><td>Micro-level field:</td><td>3440</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>plos one; biological conservation; sustainability; conservation biology; science of the total environment</td></tr><tr><td>Terms:</td><td>citizen science; conservation; volunteer; science</td></tr></table>"""	-0.0668	0.2223	4	39062	1599	0	0	0	320	0	2016.8299	0	0	0	0
3441	3441	"""<table><tr><td>Micro-level field:</td><td>3441</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; oncogene; biochemical and biophysical research communications; plos one; oncotarget</td></tr><tr><td>Terms:</td><td>tetraspanin; cd151; cd9; cdcp1; cd82</td></tr></table>"""	-0.8731	-0.2506	2	53737	1596	0	0	0	162	0	2011.6855	0	0	0	0
3442	3442	"""<table><tr><td>Micro-level field:</td><td>3442</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of materials science-materials in electronics; journal of alloys and compounds; aip conference proceedings; materials letters; thin solid films</td></tr><tr><td>Terms:</td><td>cdo thin film; cdo nanoparticle; cdo; cadmium oxide</td></tr></table>"""	0.6515	-0.604	3	41548	1594	0	0	0	281	0	2014.7992	0	0	0	0
3443	3443	"""<table><tr><td>Micro-level field:</td><td>3443</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of pediatric surgery; pediatric surgery international; journal of pediatric gastroenterology and nutrition; european journal of pediatric surgery; hepatology</td></tr><tr><td>Terms:</td><td>biliary atresia; biliary; kasai portoenterostomy; neonatal cholestasis; kasai procedure</td></tr></table>"""	-0.9826	-0.1172	2	16808	1593	0	0	0	212	0	2012.8123	0	0	0	0
3444	3444	"""<table><tr><td>Micro-level field:</td><td>3444</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>bmj-british medical journal; globalization and health; lancet; social science & medicine; british medical journal</td></tr><tr><td>Terms:</td><td>medical tourism; trade; cosmetic surgery; trans pacific partnership agreement; international trade</td></tr></table>"""	-0.5337	0.5445	2	15595	1590	0	0	0	255	0	2014.4654	0	0	0	0
3445	3445	"""<table><tr><td>Micro-level field:</td><td>3445</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>crop science; hortscience; agronomy journal; acta horticulturae; horttechnology</td></tr><tr><td>Terms:</td><td>trinexapac ethyl; hemiptera; registration; green; blissidae</td></tr></table>"""	-0.2016	-0.2763	4	14040	1588	0	0	0	140	0	2010.9106	0	0	0	0
3446	3446	"""<table><tr><td>Micro-level field:</td><td>3446</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>solid state ionics; journal of solid state chemistry; journal of alloys and compounds; ceramics international; russian journal of inorganic chemistry</td></tr><tr><td>Terms:</td><td>photocatalytic activity; bismuth oxide thin film; bi2o3; bimevox; bismuth niobate</td></tr></table>"""	0.664	-0.608	3	25569	1584	0	0	0	180	0	2011.2519	0	0	0	0
3447	3447	"""<table><tr><td>Micro-level field:</td><td>3447</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of physical chemistry c; journal of physical chemistry letters; journal of the american chemical society; journal of chemical physics; physical chemistry chemical physics</td></tr><tr><td>Terms:</td><td>singlet fission; photon upconversion; triplet triplet annihilation upconversion; fission</td></tr></table>"""	0.4639	-0.6573	3	48199	1584	0	0	0	341	0	2016.9552	0	0	0	0
3448	3448	"""<table><tr><td>Micro-level field:</td><td>3448</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>ieee transactions on industry applications; ieee industry applications magazine; ieee ias electrical safety workshop; petroleum and chemical industry technical conference; ieee industry applications society annual meeting</td></tr><tr><td>Terms:</td><td>electrical safety; arc flash hazard; arc fault detection; ieee; photovoltaic system</td></tr></table>"""	0.8501	0.2011	5	4652	1577	0	0	0	234	0	2013.2904	0	0	0	0
3449	3449	"""<table><tr><td>Micro-level field:</td><td>3449</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>contemporary pacific; utopian studies; chasqui-revista de literatura latinoamericana; journal of architectural education; performance research</td></tr><tr><td>Terms:</td><td>heterotopia; bioethic; utopia; cristina rivera garza; rapa nui</td></tr></table>"""	-0.1817	0.9124	1	3139	1574	0	0	0	205	0	2012.2516	0	0	0	0
3450	3450	"""<table><tr><td>Micro-level field:</td><td>3450</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of nietzsche studies; inquiry-an interdisciplinary journal of philosophy; international studies in philosophy; european journal of philosophy; philosophy today</td></tr><tr><td>Terms:</td><td>nietzsche; foucault; genealogy; eternal recurrence; iris murdoch</td></tr></table>"""	-0.2252	0.8894	1	2702	1570	0	0	0	179	0	2012.4478	0	0	0	0
3451	3451	"""<table><tr><td>Micro-level field:</td><td>3451</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of urology; bju international; urology; urologic oncology-seminars and original investigations; european urology</td></tr><tr><td>Terms:</td><td>penile cancer; penile squamous cell carcinoma; penis; penile metastasis; dynamic sentinel node biopsy</td></tr></table>"""	-1.0108	-0.2001	2	13665	1569	0	0	3	200	3	2012.9433	0.015	0	0	1
3452	3452	"""<table><tr><td>Micro-level field:</td><td>3452</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>contemporary literature; textual practice; modernism-modernity; twentieth century literature; paideuma</td></tr><tr><td>Terms:</td><td>gertrude stein; elizabeth bishop; geoffrey hill; marianne moore; susan howe</td></tr></table>"""	-0.2076	0.935	1	1314	1569	0	0	0	167	0	2010.9732	0	0	0	0
3453	3453	"""<table><tr><td>Micro-level field:</td><td>3453</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>odonatologica; zootaxa; international journal of odonatology; journal of insect conservation; insect conservation and diversity</td></tr><tr><td>Terms:</td><td>coenagrionidae; libellulidae; gomphidae; dragonfly; platycnemididae</td></tr></table>"""	-0.1939	-0.1381	4	16001	1569	0	0	1	205	1	2012.9656	0.0049	0	0	1
3454	3454	"""<table><tr><td>Micro-level field:</td><td>3454</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>communications in mathematical physics; classical and quantum gravity; journal of mathematical physics; annales henri poincare; letters in mathematical physics</td></tr><tr><td>Terms:</td><td>brachistochrone problem; causal approach; causal boundary; causal fermion system; causal variational principle</td></tr></table>"""	1.2514	-0.223	3	7116	1569	0	0	0	186	0	2011.5143	0	0	0	0
3455	3455	"""<table><tr><td>Micro-level field:</td><td>3455</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>veterinary parasitology; parasite; parasitology research; parasites & vectors; experimental parasitology</td></tr><tr><td>Terms:</td><td>trichinella; human trichinellosis; trichinella pseudospirali; halicephalobus gingivalis</td></tr></table>"""	-0.5965	-0.2293	4	15736	1561	0	0	0	126	0	2010.9654	0	0	0	0
3456	3456	"""<table><tr><td>Micro-level field:</td><td>3456</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>war in history; journal of military history; international history review; journal of strategic studies; guerres mondiales et conflits contemporains</td></tr><tr><td>Terms:</td><td>schlieffen plan; league; nations; international labour organization; ilo</td></tr></table>"""	-0.1843	0.9324	1	3234	1560	0	0	0	172	0	2012.6628	0	0	0	0
3457	3457	"""<table><tr><td>Micro-level field:</td><td>3457</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>international journal of production economics; custos e agronegocio on line; international journal of production research; procedia cirp; international journal of advanced manufacturing technology</td></tr><tr><td>Terms:</td><td>activity; time driven activity; abc; cost estimation; costing</td></tr></table>"""	0.3363	0.5978	5	11439	1557	0	0	0	183	0	2011.8086	0	0	0	0
3458	3458	"""<table><tr><td>Micro-level field:</td><td>3458</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; cell calcium; biochemical journal; biochemical and biophysical research communications; proceedings of the national academy of sciences of the united states of america</td></tr><tr><td>Terms:</td><td>naadp; cd38; pore channel; mucolipidosis type iv; dinucleotide phosphate</td></tr></table>"""	-0.7898	-0.2234	2	51607	1557	0	1	1	158	0	2011.3198	0.0063	1	0	0
